Reference Year,Basis Type,Season,State,Crop,Human Labour Cost (₹/ha),Seasonal Avg Daily Wage (₹/day),Yield (qtl/ha),Wage Reference Period,Human Labour Source,Wage Source,Yield Source,Source Report,Annex 5.6 Report Page,Notes
2022-23,Actual,Kharif,Madhya Pradesh,Urad,8058,253.4,6.58,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",252,
2022-23,Actual,Kharif,Maharashtra,Arhar (Tur),32815,342.4,16.22,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",244,
2022-23,Actual,Kharif,Maharashtra,Bajra,30196,342.4,24.06,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",234,
2022-23,Actual,Kharif,Maharashtra,Cotton,41078,342.4,14.13,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",271,
2022-23,Actual,Kharif,Maharashtra,Groundnut,56843,342.4,11.86,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",257,
2022-23,Actual,Kharif,Maharashtra,Jowar,20311,342.4,11.63,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",231,
2022-23,Actual,Kharif,Maharashtra,Maize,29774,342.4,57.9,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",239,
2022-23,Actual,Kharif,Maharashtra,Moong,22420,342.4,7.81,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",248,
2022-23,Actual,Kharif,Maharashtra,Paddy,43204,342.4,21.73,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",226,
2022-23,Actual,Kharif,Maharashtra,Soybean,20031,342.4,15.97,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",262,
2022-23,Actual,Kharif,Maharashtra,Urad,19222,342.4,6.86,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",253,
2022-23,Actual,Kharif,Odisha,Arhar (Tur),12338,282.1,3.97,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",245,
2022-23,Actual,Kharif,Odisha,Cotton,42787,282.1,14.42,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",272,
2022-23,Actual,Kharif,Odisha,Groundnut,35641,282.1,8.56,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",258,
2022-23,Actual,Kharif,Odisha,Moong,12121,282.1,4.05,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",249,
2022-23,Actual,Kharif,Odisha,Nigerseed,15869,282.1,3.58,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",268,
2022-23,Actual,Kharif,Odisha,Paddy,33586,282.1,44.86,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",227,
2022-23,Actual,Kharif,Odisha,Ragi,25967,282.1,9.54,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",242,
2022-23,Actual,Kharif,Odisha,Urad,12997,282.1,3.65,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",253,
2022-23,Actual,Kharif,Punjab,Cotton,25885,395.4,17.59,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",272,
2022-23,Actual,Kharif,Punjab,Maize,22794,395.4,34.35,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",239,
2022-23,Actual,Kharif,Punjab,Paddy,17885,395.4,70.6,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",227,
2022-23,Actual,Kharif,Rajasthan,Bajra,20055,343,12.62,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",234,
2022-23,Actual,Kharif,Rajasthan,Cotton,46600,343,19.61,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",273,
2022-23,Actual,Kharif,Rajasthan,Groundnut,20732,343,26.26,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",258,
2022-23,Actual,Kharif,Rajasthan,Jowar,25409,343,10.94,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",231,
2022-23,Actual,Kharif,Rajasthan,Maize,33412,343,23.42,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",240,
2022-23,Actual,Kharif,Rajasthan,Moong,15838,343,5.41,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",249,
2022-23,Actual,Kharif,Rajasthan,Sesamum,19124,343,2.39,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",266,
2022-23,Actual,Kharif,Rajasthan,Soybean,16831,343,12.21,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",263,
2022-23,Actual,Kharif,Rajasthan,Urad,21270,343,5.66,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",254,
2022-23,Actual,Kharif,Tamil Nadu,Cotton,66549,551.1,19.67,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",273,
2022-23,Actual,Kharif,Tamil Nadu,Groundnut,37560,551.1,15.7,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",259,
2022-23,Actual,Kharif,Tamil Nadu,Jowar,33146,551.1,27.96,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",232,
2022-23,Actual,Kharif,Tamil Nadu,Maize,26227,551.1,49.97,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",240,
2022-23,Actual,Kharif,Tamil Nadu,Moong,12890,551.1,4.1,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",250,
2022-23,Actual,Kharif,Tamil Nadu,Paddy,23249,551.1,47.73,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",228,
2022-23,Actual,Kharif,Tamil Nadu,Urad,17157,551.1,7.88,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",254,
2022-23,Actual,Kharif,Telangana,Arhar (Tur),15719,,7.66,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",245,
2022-23,Actual,Kharif,Telangana,Cotton,50549,,16.18,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",274,
2022-23,Actual,Kharif,Telangana,Groundnut,42418,,19.42,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",259,
2022-23,Actual,Kharif,Telangana,Maize,30874,,60.03,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",241,
2022-23,Actual,Kharif,Telangana,Paddy,32377,,52.15,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",228,
2022-23,Actual,Kharif,Telangana,Soybean,15338,,9.87,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",263,
2022-23,Actual,Kharif,Uttar Pradesh,Arhar (Tur),25818,332.9,10.03,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",246,
2022-23,Actual,Kharif,Uttar Pradesh,Bajra,21096,332.9,18.84,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",235,
2022-23,Actual,Kharif,Uttar Pradesh,Groundnut,17742,332.9,12.6,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",260,
2022-23,Actual,Kharif,Uttar Pradesh,Maize,18216,332.9,20.7,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",241,
2022-23,Actual,Kharif,Uttar Pradesh,Moong,17025,332.9,2.2,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",250,
2022-23,Actual,Kharif,Uttar Pradesh,Paddy,25785,332.9,32.91,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",229,
2022-23,Actual,Kharif,Uttar Pradesh,Sesamum,13684,332.9,2.18,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",267,
2022-23,Actual,Kharif,Uttar Pradesh,Urad,12991,332.9,2.67,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",255,
2022-23,Actual,Kharif,West Bengal,Groundnut,70205,351,33.96,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",260,
2022-23,Actual,Kharif,West Bengal,Paddy,46989,351,45.02,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",229,
2022-23,Actual,Kharif,West Bengal,Sesamum,39885,351,11.7,May–November 2022,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Kharif Crops, Marketing Season 2025-26",267,
2022-23,Actual,Rabi,Andhra Pradesh,Gram,10728,492.4,16.2,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",199,
2022-23,Actual,Rabi,Assam,Rapeseed & Mustard,15979,346,9.2,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",207,
2022-23,Actual,Rabi,Bihar,Gram,14941,342.4,14.2,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",199,
2022-23,Actual,Rabi,Bihar,Lentil (Masur),12964,342.4,10.3,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",205,
2022-23,Actual,Rabi,Bihar,Rapeseed & Mustard,14246,342.4,9.7,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",207,
2022-23,Actual,Rabi,Bihar,Wheat,15575,342.4,29.5,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",191,
2022-23,Actual,Rabi,Chhattisgarh,Gram,9306,,14.7,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",200,
2022-23,Actual,Rabi,Chhattisgarh,Wheat,8030,,27.2,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",191,
2022-23,Actual,Rabi,Gujarat,Gram,20453,267.4,15.5,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",200,
2022-23,Actual,Rabi,Gujarat,Rapeseed & Mustard,27875,267.4,20.3,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",208,
2022-23,Actual,Rabi,Gujarat,Wheat,14208,267.4,34.3,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",192,
2022-23,Actual,Rabi,Haryana,Gram,13546,448.7,8.5,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",201,
2022-23,Actual,Rabi,Haryana,Rapeseed & Mustard,12179,448.7,18.1,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",208,
2022-23,Actual,Rabi,Haryana,Wheat,9422,448.7,46.7,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",192,
2022-23,Actual,Rabi,Himachal Pradesh,Barley,22126,461.4,11.3,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",197,
2022-23,Actual,Rabi,Himachal Pradesh,Rapeseed & Mustard,15962,461.4,4.8,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",209,
2022-23,Actual,Rabi,Himachal Pradesh,Wheat,16741,461.4,20.4,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",193,
2022-23,Actual,Rabi,Jharkhand,Gram,21855,,5.3,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",201,
2022-23,Actual,Rabi,Jharkhand,Rapeseed & Mustard,19769,,6.9,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",209,
2022-23,Actual,Rabi,Jharkhand,Wheat,16796,,26.5,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",193,
2022-23,Actual,Rabi,Karnataka,Gram,12408,417.4,9.7,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",202,
2022-23,Actual,Rabi,Karnataka,Safflower,8421,417.4,3.8,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",213,
2022-23,Actual,Rabi,Madhya Pradesh,Gram,10189,258.3,12.9,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",202,
2022-23,Actual,Rabi,Madhya Pradesh,Lentil (Masur),9505,258.3,10.8,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",205,
2022-23,Actual,Rabi,Madhya Pradesh,Rapeseed & Mustard,12312,258.3,17,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",210,
2022-23,Actual,Rabi,Madhya Pradesh,Wheat,11057,258.3,39.2,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",194,
2022-23,Actual,Rabi,Maharashtra,Gram,19408,348.1,15.1,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",203,
2022-23,Actual,Rabi,Maharashtra,Wheat,18550,348.1,31,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",194,
2022-23,Actual,Rabi,Punjab,Rapeseed & Mustard,16287,400.1,15.2,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",210,
2022-23,Actual,Rabi,Punjab,Wheat,5143,400.1,48,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",195,
2022-23,Actual,Rabi,Rajasthan,Barley,28826,354,35.9,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",197,
2022-23,Actual,Rabi,Rajasthan,Gram,19920,354,11.3,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",203,
2022-23,Actual,Rabi,Rajasthan,Rapeseed & Mustard,21896,354,12.7,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",211,
2022-23,Actual,Rabi,Rajasthan,Wheat,28948,354,38.8,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",195,
2022-23,Actual,Rabi,Telangana,Gram,10890,,11,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",204,
2022-23,Actual,Rabi,Uttar Pradesh,Barley,21417,340.9,35.9,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",198,
2022-23,Actual,Rabi,Uttar Pradesh,Gram,20799,340.9,9.3,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",204,
2022-23,Actual,Rabi,Uttar Pradesh,Lentil (Masur),15166,340.9,9,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",206,
2022-23,Actual,Rabi,Uttar Pradesh,Rapeseed & Mustard,14891,340.9,14.3,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",211,
2022-23,Actual,Rabi,Uttar Pradesh,Wheat,17023,340.9,35.4,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",196,
2022-23,Actual,Rabi,West Bengal,Lentil (Masur),23226,357.6,10.5,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",206,
2022-23,Actual,Rabi,West Bengal,Rapeseed & Mustard,23902,357.6,12.8,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",212,
2022-23,Actual,Rabi,West Bengal,Wheat,15023,357.6,34.2,October 2022–April 2023,Annex 5.6 – Break-up of Cost of Cultivation,Annex 5.3 – Monthly Average Daily Wage Rates,Annex 5.6 – Yield,"CACP Price Policy for Rabi Crops, Marketing Season 2026-27",196,
